This file was created by CMPT_IND_RETS using the 202106 CRSP database.
It contains value- and equal-weighted returns for  5 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,Cnsmr,Manuf,HiTec,Hlth ,Other
198402,    954,   1345,    740,    195,   1642
198403,    951,   1336,    739,    195,   1631
198404,    945,   1328,    736,    195,   1620
198405,    936,   1325,    735,    192,   1608
198406,    928,   1314,    726,    192,   1589
198407,   1103,   1438,    998,    286,   1844
198408,   1098,   1433,    995,    285,   1831
198409,   1079,   1415,    988,    283,   1811
198410,   1071,   1407,    977,    280,   1786
198411,   1063,   1388,    970,    279,   1769
198412,   1055,   1377,    967,    275,   1758
198501,   1043,   1367,    959,    271,   1732
198502,   1037,   1353,    953,    270,   1723
198503,   1030,   1342,    946,    267,   1716
198504,   1019,   1338,    938,    266,   1702
198505,   1001,   1328,    932,    266,   1682
198506,    991,   1315,    919,    261,   1667
198507,   1078,   1401,   1036,    313,   1750
198508,   1069,   1387,   1025,    312,   1728
198509,   1059,   1380,   1018,    310,   1710
198510,   1046,   1367,   1008,    308,   1701
198511,   1033,   1354,    999,    305,   1682
198512,   1018,   1343,    989,    301,   1665
198601,   1011,   1332,    981,    297,   1639
198602,   1003,   1324,    976,    294,   1628
198603,    996,   1311,    963,    290,   1613
198604,    983,   1297,    956,    286,   1599
198605,    974,   1283,    950,    282,   1581
198606,    966,   1265,    940,    278,   1569
198607,   1136,   1397,   1043,    362,   1763
198608,   1129,   1383,   1034,    359,   1746
198609,   1119,   1370,   1025,    357,   1729
198610,   1107,   1354,   1014,    352,   1718
198611,   1094,   1339,   1002,    345,   1698
198612,   1076,   1308,    987,    344,   1666
198701,   1059,   1301,    975,    338,   1651
198702,   1057,   1292,    973,    335,   1646
198703,   1051,   1280,    967,    331,   1634
198704,   1040,   1270,    965,    331,   1626
198705,   1036,   1265,    960,    331,   1612
198706,   1027,   1255,    950,    330,   1602
198707,   1205,   1360,   1094,    412,   2048
198708,   1194,   1350,   1080,    410,   2035
198709,   1186,   1337,   1071,    408,   2029
198710,   1171,   1325,   1061,    407,   2008
198711,   1156,   1314,   1055,    401,   1990
198712,   1139,   1307,   1043,    397,   1973
198801,   1133,   1300,   1037,    392,   1957
198802,   1125,   1288,   1021,    390,   1935
198803,   1112,   1281,   1015,    382,   1921
198804,   1092,   1272,   1007,    381,   1908
198805,   1067,   1259,    995,    379,   1885
198806,   1056,   1246,    985,    375,   1874
198807,   1181,   1300,   1078,    413,   2078
198808,   1166,   1287,   1066,    406,   2052
198809,   1155,   1277,   1056,    398,   2032
198810,   1145,   1267,   1050,    396,   2018
198811,   1132,   1250,   1039,    391,   2002
198812,   1108,   1238,   1024,    388,   1972
198901,   1098,   1230,   1013,    386,   1955
198902,   1090,   1224,    999,    384,   1940
198903,   1081,   1217,    985,    381,   1924
198904,   1073,   1213,    979,    377,   1906
198905,   1059,   1204,    966,    374,   1892
198906,   1046,   1189,    955,    368,   1872
198907,   1120,   1266,   1003,    398,   2001
198908,   1109,   1256,    994,    396,   1973
198909,   1095,   1247,    987,    394,   1949
198910,   1088,   1238,    983,    389,   1937
198911,   1076,   1233,    972,    387,   1914
198912,   1067,   1225,    967,    384,   1895
199001,   1061,   1214,    959,    380,   1874
199002,   1051,   1209,    953,    378,   1859
199003,   1045,   1201,    946,    377,   1841
199004,   1034,   1197,    937,    373,   1826
199005,   1027,   1189,    929,    371,   1806
199006,   1016,   1181,    913,    366,   1787
199007,   1092,   1227,    991,    427,   1943
199008,   1082,   1219,    982,    427,   1921
199009,   1075,   1215,    977,    425,   1905
199010,   1063,   1208,    971,    421,   1890
199011,   1056,   1200,    962,    416,   1874
199012,   1055,   1190,    953,    415,   1861
199101,   1049,   1185,    949,    412,   1837
199102,   1043,   1180,    944,    407,   1828
199103,   1038,   1173,    935,    404,   1817
199104,   1026,   1160,    928,    401,   1798
199105,   1016,   1152,    924,    399,   1781
199106,   1007,   1150,    919,    397,   1772
199107,   1057,   1207,    959,    459,   1876
199108,   1049,   1203,    954,    455,   1863
199109,   1044,   1202,    947,    454,   1851
199110,   1038,   1200,    938,    451,   1839
199111,   1028,   1197,    930,    451,   1826
199112,   1023,   1192,    918,    448,   1805
199201,   1018,   1186,    912,    446,   1789
199202,   1009,   1182,    906,    441,   1779
199203,   1002,   1178,    899,    440,   1757
199204,    994,   1169,    893,    437,   1739
199205,    984,   1158,    884,    433,   1721
199206,    973,   1145,    870,    429,   1703
199207,   1126,   1198,    975,    551,   1839
199208,   1113,   1188,    962,    549,   1825
199209,   1107,   1183,    959,    543,   1812
199210,   1097,   1178,    953,    535,   1792
199211,   1090,   1175,    948,    535,   1783
199212,   1088,   1171,    942,    534,   1765
199301,   1085,   1167,    934,    533,   1747
199302,   1080,   1165,    931,    530,   1734
199303,   1075,   1162,    923,    528,   1714
199304,   1072,   1160,    920,    524,   1706
199305,   1071,   1156,    917,    520,   1696
199306,   1065,   1147,    914,    519,   1685
199307,   1207,   1209,   1035,    598,   1907
199308,   1203,   1203,   1032,    592,   1896
199309,   1200,   1200,   1027,    589,   1889
199310,   1195,   1197,   1024,    586,   1876
199311,   1190,   1188,   1022,    584,   1871
199312,   1185,   1183,   1013,    582,   1852
199401,   1178,   1180,   1011,    581,   1832
199402,   1174,   1175,   1005,    576,   1820
199403,   1172,   1172,   1002,    574,   1806
199404,   1171,   1166,    995,    569,   1795
199405,   1168,   1160,    988,    563,   1783
199406,   1163,   1156,    984,    555,   1765
199407,   1369,   1312,   1160,    625,   2081
199408,   1362,   1305,   1152,    624,   2062
199409,   1352,   1302,   1141,    620,   2046
199410,   1348,   1297,   1135,    611,   2034
199411,   1341,   1292,   1128,    607,   2021
199412,   1331,   1283,   1114,    602,   2006
199501,   1324,   1279,   1105,    597,   1980
199502,   1319,   1272,   1098,    593,   1965
199503,   1309,   1264,   1088,    587,   1949
199504,   1298,   1259,   1085,    583,   1931
199505,   1284,   1250,   1079,    576,   1914
199506,   1271,   1241,   1065,    575,   1897
199507,   1387,   1313,   1209,    623,   2104
199508,   1375,   1312,   1199,    615,   2093
199509,   1369,   1305,   1192,    610,   2081
199510,   1358,   1299,   1184,    605,   2061
199511,   1349,   1292,   1178,    596,   2047
199512,   1342,   1289,   1166,    593,   2029
199601,   1331,   1281,   1160,    589,   1994
199602,   1322,   1271,   1150,    586,   1980
199603,   1321,   1261,   1147,    582,   1962
199604,   1318,   1255,   1141,    579,   1938
199605,   1311,   1246,   1133,    575,   1923
199606,   1299,   1242,   1130,    571,   1910
199607,   1429,   1333,   1415,    699,   2190
199608,   1421,   1322,   1403,    694,   2176
199609,   1407,   1316,   1398,    690,   2164
199610,   1396,   1307,   1390,    689,   2145
199611,   1388,   1301,   1382,    687,   2126
199612,   1376,   1293,   1374,    680,   2106
199701,   1366,   1283,   1362,    675,   2088
199702,   1354,   1281,   1352,    672,   2075
199703,   1344,   1271,   1340,    667,   2053
199704,   1336,   1269,   1329,    663,   2034
199705,   1329,   1264,   1319,    660,   2019
199706,   1317,   1257,   1308,    656,   1990
199707,   1432,   1340,   1522,    737,   2243
199708,   1418,   1321,   1511,    732,   2219
199709,   1401,   1315,   1502,    722,   2204
199710,   1389,   1301,   1495,    715,   2183
199711,   1379,   1293,   1482,    710,   2164
199712,   1362,   1279,   1462,    703,   2131
199801,   1345,   1266,   1448,    698,   2113
199802,   1331,   1262,   1433,    694,   2087
199803,   1313,   1253,   1418,    685,   2055
199804,   1302,   1241,   1406,    682,   2026
199805,   1291,   1235,   1390,    676,   2002
199806,   1279,   1218,   1367,    669,   1975
199807,   1388,   1270,   1537,    731,   2199
199808,   1373,   1260,   1520,    723,   2173
199809,   1353,   1247,   1493,    715,   2155
199810,   1331,   1232,   1464,    695,   2123
199811,   1320,   1225,   1449,    686,   2102
199812,   1303,   1216,   1431,    676,   2070
199901,   1285,   1202,   1412,    668,   2043
199902,   1269,   1189,   1398,    662,   2019
199903,   1248,   1171,   1375,    649,   1992
199904,   1232,   1157,   1360,    643,   1973
199905,   1218,   1147,   1339,    639,   1955
199906,   1203,   1138,   1316,    629,   1931
199907,   1240,   1154,   1485,    633,   2068
199908,   1228,   1129,   1465,    627,   2049
199909,   1214,   1117,   1447,    615,   2029
199910,   1206,   1104,   1429,    609,   2001
199911,   1199,   1083,   1408,    592,   1975
199912,   1180,   1074,   1387,    584,   1953
200001,   1171,   1069,   1370,    579,   1933
200002,   1162,   1058,   1351,    573,   1913
200003,   1155,   1048,   1338,    571,   1873
200004,   1144,   1040,   1324,    568,   1850
200005,   1133,   1033,   1309,    562,   1837
200006,   1120,   1021,   1290,    557,   1811
200007,   1166,   1041,   1659,    603,   1927
200008,   1151,   1033,   1643,    596,   1912
200009,   1139,   1015,   1627,    587,   1895
200010,   1115,   1003,   1607,    579,   1863
200011,   1096,    989,   1591,    565,   1839
200012,   1075,    977,   1570,    554,   1821
200101,   1059,    960,   1551,    550,   1789
200102,   1047,    956,   1532,    544,   1769
200103,   1034,    947,   1508,    540,   1753
200104,   1021,    936,   1477,    532,   1727
200105,   1001,    922,   1446,    526,   1709
200106,    990,    915,   1421,    523,   1683
200107,    987,    962,   1545,    571,   1724
200108,    967,    951,   1500,    567,   1706
200109,    957,    946,   1488,    564,   1688
200110,    948,    940,   1471,    562,   1673
200111,    933,    930,   1445,    558,   1649
200112,    924,    926,   1429,    556,   1626
200201,    913,    918,   1413,    554,   1605
200202,    906,    911,   1398,    552,   1584
200203,    896,    905,   1384,    551,   1568
200204,    890,    895,   1365,    545,   1551
200205,    886,    891,   1345,    544,   1540
200206,    880,    885,   1326,    539,   1536
200207,    897,    882,   1364,    570,   1575
200208,    891,    876,   1337,    567,   1555
200209,    888,    872,   1320,    565,   1545
200210,    880,    863,   1300,    559,   1533
200211,    877,    855,   1284,    557,   1522
200212,    872,    850,   1264,    550,   1513
200301,    866,    842,   1247,    546,   1495
200302,    862,    837,   1231,    541,   1487
200303,    855,    831,   1200,    529,   1471
200304,    843,    827,   1186,    524,   1466
